County,State,None,D0,D1,D2,D3,D4
Anderson County,KS,7.6667924528301885,92.3332075471698,73.22660377358491,40.668301886792456,9.47509433962264,0.0
Anderson County,KY,60.37735849056604,39.62264150943396,23.581698113207544,0.0,0.0,0.0
Anderson County,SC,72.72660377358491,27.273396226415095,21.63830188679245,12.295094339622642,0.015471698113207547,0.0
Anderson County,TN,56.456792452830186,43.543207547169814,26.21547169811321,14.615849056603773,6.42188679245283,0.7933962264150944
Anderson County,TX,34.85150943396226,65.14849056603774,29.684905660377357,12.856981132075472,5.092264150943396,0.0
Andrew County,MO,32.97018867924528,67.02981132075472,32.216037735849056,3.8026415094339625,0.0,0.0
Andrews County,TX,0.0,100.0,95.17830188679245,74.20132075471699,7.455849056603774,0.0
Androscoggin County,ME,100.0,0.0,0.0,0.0,0.0,0.0
Angelina County,TX,50.489999999999995,49.510000000000005,34.25056603773585,19.682830188679247,13.036037735849057,2.487924528301887
Anne Arundel County,MD,52.78037735849057,47.21962264150943,27.69188679245283,1.7401886792452832,0.0,0.0
Anoka County,MN,24.2511320754717,75.7488679245283,60.254528301886786,24.34320754716981,2.8349056603773586,0.0
Anson County,NC,35.0133962264151,64.9866037735849,27.412075471698113,5.7896226415094345,0.0,0.0
Antelope County,NE,17.82075471698113,82.17924528301887,80.1445283018868,62.87735849056604,30.290377358490563,10.08
Antrim County,MI,62.264150943396224,37.735849056603776,5.123584905660378,0.0,0.0,0.0
Apache County,AZ,47.01150943396227,52.98849056603773,32.53094339622642,11.026981132075472,0.0,0.0
Appanoose County,IA,27.414528301886794,72.58547169811321,58.687924528301885,51.66792452830189,24.93754716981132,0.0
Appling County,GA,84.2933962264151,15.706603773584906,3.8764150943396225,0.0,0.0,0.0
Appomattox County,VA,45.7366037735849,54.2633962264151,20.892452830188677,5.542830188679245,0.0,0.0
Aransas County,TX,20.786603773584908,79.2133962264151,57.60396226415095,29.008490566037736,6.8732075471698115,0.0
Arapahoe County,CO,61.82811320754717,38.17188679245283,25.05188679245283,1.2143396226415095,0.0,0.0
Archer County,TX,33.56132075471698,66.43867924528301,29.654528301886792,10.753962264150944,2.9230188679245286,0.0
Archuleta County,CO,48.45075471698113,51.54924528301887,37.82566037735849,24.065849056603774,0.07264150943396226,0.0
Arecibo Municipio,PR,37.06132075471698,62.93867924528302,25.77622641509434,3.41188679245283,0.0,0.0
