"Unit ID","Subnational unit (province, state)","Latitude","Longitude","Status","Status year","Production/reserves","Fuel description","Data year","Quantity (converted)","Units (converted)"
"OG0014766","Louisiana",32.36768588,-94.02833398,"operating",2024,"production","oil","2022.0",9e-05,"million bbl/y"
"OG0014768","Louisiana",32.02012421,-93.79048035,"operating",2024,"production","gas","2022.0",314.8581339,"million m³/y"
"OG0014775","Colorado",40.22144715,-104.5171089,"operating",2024,"production","gas","2020.0",61.78550191,"million m³/y"
"OG0014776","Colorado",40.334762,-104.429368,"operating",2024,"production","gas","2024.0",12.74011043,"million m³/y"
"OG0014852","Federal offshore",30.085,-88.506,"operating",2023,"production","gas","2022.0",138.7260654,"million m³/y"
"OG0014788","Louisiana",29.39897132,-91.76347171,"operating",2022,"production","gas","2020.0",152.6443438,"million m³/y"
"OG0014850","Federal offshore",28.93975,-89.702,"operating",2023,"reserves","gas","2019.0",246.3542404,"million m³"
"OG0014850","Federal offshore",28.93975,-89.702,"operating",2023,"production","gas","2022.0",28.67903157,"million m³/y"
"OG0014850","Federal offshore",28.93975,-89.702,"operating",2023,"reserves","oil","2019.0",3.6,"million bbl"
"OG0014850","Federal offshore",28.93975,-89.702,"operating",2023,"production","oil","2022.0",0.812193,"million bbl/y"
"OG0014854","Federal offshore",29.398,-92.013,"operating",2023,"production","gas","2020.0",59.25932323,"million m³/y"
"OG0014854","Federal offshore",29.398,-92.013,"operating",2023,"reserves","oil","2019.0",2.4,"million bbl"
"OG0014854","Federal offshore",29.398,-92.013,"operating",2023,"production","oil","2023.0",0.259321,"million bbl/y"
"OG0014860","Louisiana",29.38833443,-89.5229145,"operating",2022,"production","oil","2020.0",0.089164,"million bbl/y"
"OG0014910","Louisiana",32.43521685,-91.55434424,"operating",2024,"production","gas","2022.0",28.50176979,"million m³/y"
"OG0014910","Louisiana",32.43521685,-91.55434424,"operating",2024,"production","oil","2023.0",1.340161,"million bbl/y"
"OG0014963","Ohio",40.37813221,-81.07612397,"operating",2020,"production","oil","2021.0",4.806355,"million bbl/y"
"OG0014964","Ohio",40.46117472,-80.79786533,"operating",2020,"production","oil","2021.0",2e-06,"million bbl/y"
"OG0014944","West Virginia",39.15559274,-80.02160664,"operating",2021,"production","gas","2020.0",430.8503726,"million m³/y"
"OG0014945","West Virginia",37.72159092,-82.10434567,"operating",2021,"production","gas","2021.0",227.3612983,"million m³/y"
"OG0014869","Colorado",40.1337289,-104.8866931,"operating",2024,"production","gas","2020.0",1897.816792,"million m³/y"
"OG0014870","Colorado",39.7757615,-104.6279737,"operating",2024,"production","gas","2024.0",544.3198924,"million m³/y"
"OG0014994","Louisiana",32.72656194,-93.64307734,"operating",2024,"production","gas","2023.0",154.2022087,"million m³/y"
"OG0014994","Louisiana",32.72656194,-93.64307734,"operating",2024,"production","condensate","2020.0",0.233706,"million bbl/y"
"OG0014946","West Virginia",37.81628108,-81.95725256,"operating",2021,"production","oil","2020.0",0.001951,"million bbl/y"
"OG0014978","Louisiana",32.35993547,-93.65263237,"operating",2024,"production","gas","2022.0",21.62234178,"million m³/y"
"OG0014953","Louisiana",29.99399341,-92.16054104,"operating",2024,"production","gas","2022.0",0.3010335551,"million m³/y"
"OG0014965","Ohio",40.53010784,-81.03033387,"operating",2020,"production","gas","2021.0",2035.60589,"million m³/y"
"OG0014966","Ohio",40.73337888,-80.8683994,"operating",2020,"production","gas","2021.0",536.4990514,"million m³/y"
"OG0014976","Ohio",39.71880085,-80.94267491,"operating",2020,"production","gas","2019.0",4427.498032,"million m³/y"
"OG0014977","Ohio",40.01851483,-81.31116845,"operating",2020,"production","gas","2019.0",1072.744075,"million m³/y"
"OG0015008","Colorado",37.13940533,-107.8531366,"operating",2024,"production","gas","2020.0",252.585955,"million m³/y"
"OG0015037","Louisiana",31.98789426,-93.95665166,"operating",2022,"production","gas","2020.0",62.22582472,"million m³/y"
"OG0015028","Louisiana",32.74986208,-92.12016604,"operating",2024,"production","gas","2020.0",42.681127,"million m³/y"
"OG0015032","Federal offshore",27.6915,-90.2615,"operating",2023,"production","gas","2020.0",33.50754637,"million m³/y"
"OG0015032","Federal offshore",27.6915,-90.2615,"operating",2023,"production","oil","2020.0",0.651176,"million bbl/y"
"OG0015034","Louisiana",32.26583133,-93.74066221,"operating",2022,"production","gas","2022.0",36.42047289,"million m³/y"
"OG0015035","Louisiana",32.48916545,-93.54619235,"operating",2024,"production","oil","2022.0",0.052955,"million bbl/y"
"OG0015036","Louisiana",32.42053372,-94.02261221,"operating",2020,"production","gas","2020.0",188.6023503,"million m³/y"
"OG0015042","Federal offshore",28.089,-90.186,"operating",2023,"production","gas","2023.0",131.3350418,"million m³/y"
"OG0015042","Federal offshore",28.089,-90.186,"operating",2023,"production","oil","2023.0",3.918408,"million bbl/y"
"OG0015030","Federal offshore",28.51,-88.976,"operating",2023,"reserves","gas","2019.0",362.4522158,"million m³"
"OG0015030","Federal offshore",28.51,-88.976,"operating",2023,"production","gas","2022.0",55.65555713,"million m³/y"
"OG0015030","Federal offshore",28.51,-88.976,"operating",2023,"production","oil","2020.0",1.274375,"million bbl/y"
"OG0015031","Federal offshore",28.4435,-89.0735,"operating",2023,"production","oil","2022.0",0.1054,"million bbl/y"
"OG0015043","Federal offshore",27.719,-90.555,"operating",2023,"production","oil","2020.0",3.033952,"million bbl/y"
"OG0015044","Federal offshore",27.7855,-90.6515,"operating",2023,"production","gas","2023.0",32.35868611,"million m³/y"
